iter	Passed	Remaining
1717	4504	739
1718	4507	736
1719	4509	734
1720	4512	731
1721	4515	728
1722	4517	726
1723	4520	723
1724	4523	721
1725	4525	718
1726	4528	715
1727	4531	713
1728	4533	710
1729	4536	707
1730	4538	705
1731	4541	702
1732	4544	700
1733	4546	697
1734	4549	694
1735	4551	692
1736	4554	689
1737	4556	686
1738	4559	684
1739	4561	681
1740	4565	679
1741	4567	676
1742	4569	673
1743	4572	671
1744	4574	668
1745	4577	665
1746	4579	663
1747	4582	660
1748	4584	657
1749	4587	655
1750	4589	652
1751	4592	650
1752	4594	647
1753	4596	644
1754	4599	642
1755	4601	639
1756	4603	636
1757	4606	634
1758	4609	631
1759	4611	628
1760	4613	626
1761	4616	623
1762	4618	620
1763	4620	618
1764	4623	615
1765	4626	612
1766	4628	610
1767	4630	607
1768	4633	604
1769	4635	602
1770	4638	599
1771	4641	597
1772	4643	594
1773	4645	591
1774	4648	589
1775	4650	586
1776	4653	583
1777	4655	581
1778	4658	578
1779	4660	576
1780	4663	573
1781	4666	570
1782	4668	568
1783	4671	565
1784	4673	562
1785	4676	560
1786	4679	557
1787	4682	555
1788	4684	552
1789	4687	549
1790	4690	547
1791	4693	544
1792	4695	542
1793	4697	539
1794	4699	536
1795	4702	534
1796	4705	531
1797	4707	528
1798	4709	526
1799	4712	523
1800	4714	520
1801	4717	518
1802	4720	515
1803	4722	513
1804	4725	510
1805	4727	507
1806	4729	505
1807	4732	502
1808	4735	499
1809	4738	497
1810	4740	494
1811	4742	492
1812	4745	489
1813	4747	486
1814	4750	484
1815	4752	481
1816	4754	478
1817	4757	476
1818	4759	473
1819	4761	470
1820	4764	468
1821	4766	465
1822	4769	463
1823	4771	460
1824	4774	457
1825	4776	455
1826	4779	452
1827	4781	449
1828	4784	447
1829	4787	444
1830	4789	442
1831	4791	439
1832	4794	436
1833	4796	434
1834	4800	431
1835	4802	428
1836	4804	426
1837	4807	423
1838	4809	421
1839	4811	418
1840	4814	415
1841	4817	413
1842	4819	410
1843	4821	407
1844	4824	405
1845	4826	402
1846	4828	400
1847	4831	397
1848	4833	394
1849	4835	392
1850	4838	389
1851	4840	386
1852	4842	384
1853	4845	381
1854	4847	378
1855	4850	376
1856	4852	373
1857	4855	371
1858	4857	368
1859	4859	365
1860	4862	363
1861	4864	360
1862	4867	357
1863	4870	355
1864	4872	352
1865	4874	350
1866	4877	347
1867	4880	344
1868	4882	342
1869	4884	339
1870	4886	336
1871	4889	334
1872	4891	331
1873	4893	329
1874	4896	326
1875	4898	323
1876	4901	321
1877	4903	318
1878	4905	315
1879	4908	313
1880	4910	310
1881	4913	308
1882	4916	305
1883	4918	302
1884	4920	300
1885	4923	297
1886	4925	294
1887	4928	292
1888	4930	289
1889	4932	287
1890	4934	284
1891	4937	281
1892	4939	279
1893	4942	276
1894	4944	273
1895	4947	271
1896	4949	268
1897	4952	266
1898	4954	263
1899	4957	260
1900	4959	258
1901	4961	255
1902	4964	253
1903	4967	250
1904	4969	247
1905	4971	245
1906	4974	242
1907	4976	239
1908	4979	237
1909	4981	234
1910	4983	232
1911	4986	229
1912	4988	226
1913	4991	224
1914	4993	221
1915	4995	219
1916	4998	216
1917	5000	213
1918	5003	211
1919	5005	208
1920	5008	205
1921	5011	203
1922	5013	200
1923	5016	198
1924	5019	195
1925	5021	192
1926	5025	190
1927	5027	187
1928	5030	185
1929	5032	182
1930	5035	179
1931	5037	177
1932	5040	174
1933	5042	172
1934	5044	169
1935	5047	166
1936	5049	164
1937	5052	161
1938	5054	159
1939	5057	156
1940	5059	153
1941	5061	151
1942	5064	148
1943	5066	145
1944	5069	143
1945	5071	140
1946	5074	138
1947	5077	135
1948	5080	132
1949	5082	130
1950	5085	127
1951	5087	125
1952	5090	122
1953	5092	119
1954	5095	117
1955	5097	114
1956	5099	112
1957	5102	109
1958	5105	106
1959	5107	104
1960	5110	101
1961	5112	99
1962	5114	96
1963	5117	93
1964	5120	91
1965	5122	88
1966	5124	85
1967	5127	83
1968	5129	80
1969	5132	78
1970	5134	75
1971	5137	72
1972	5139	70
1973	5141	67
1974	5144	65
1975	5146	62
1976	5149	59
1977	5151	57
1978	5154	54
1979	5156	52
1980	5158	49
1981	5161	46
1982	5163	44
1983	5166	41
1984	5168	39
1985	5171	36
1986	5174	33
1987	5176	31
1988	5178	28
1989	5182	26
1990	5184	23
1991	5186	20
1992	5189	18
1993	5191	15
1994	5193	13
1995	5196	10
1996	5199	7
1997	5201	5
1998	5204	2
1999	5206	0
